"arm","arm_track","method","feature","feature_kind","contrast","score","pvalue","padj","direction","significant"
"IFN_ISG","IFN / ISG arm
(cGAS-dependent)","GSEA:WikiPathways","Type I Interferon Induction and Signaling During Sarscov2 Infection","gene_set","Interaction",2.71748753,6.26073259e-13,2.61072549e-10,"Up",TRUE
"IFN_ISG","IFN / ISG arm
(cGAS-dependent)","GSEA:WikiPathways","Type I Interferon Induction and Signaling During Sarscov2 Infection","gene_set","Temp_main",-1.79102081,0.00275721408,0.0338164198,"Down",TRUE
"IFN_ISG","IFN / ISG arm
(cGAS-dependent)","PROGENy","JAK-STAT","pathway","WT_heat",-6.46686417,1.02411655e-10,3.58440793e-10,"Down",TRUE
"IFN_ISG","IFN / ISG arm
(cGAS-dependent)","PROGENy","JAK-STAT","pathway","KO_heat",-11.7201094,1.2810033e-31,1.79340462e-30,"Down",TRUE
"IFN_ISG","IFN / ISG arm
(cGAS-dependent)","PROGENy","JAK-STAT","pathway","Interaction",16.792135,7.6381266e-63,1.06933772e-61,"Up",TRUE
"IFN_ISG","IFN / ISG arm
(cGAS-dependent)","PROGENy","JAK-STAT","pathway","Temp_main",-9.25384017,2.38180703e-20,3.33452984e-19,"Down",TRUE
"IFN_ISG","IFN / ISG arm
(cGAS-dependent)","TF:CollecTRI","Irf1","TF","WT_heat",-0.645512729,0.518602499,0.715388772,"Down",FALSE
"IFN_ISG","IFN / ISG arm
(cGAS-dependent)","TF:CollecTRI","Irf1","TF","KO_heat",-1.71691484,0.0860104704,0.267203982,"Down",FALSE
"IFN_ISG","IFN / ISG arm
(cGAS-dependent)","TF:CollecTRI","Irf1","TF","Interaction",3.38168907,0.000721818322,0.0791594093,"Up",FALSE
"IFN_ISG","IFN / ISG arm
(cGAS-dependent)","TF:CollecTRI","Irf1","TF","Temp_main",-1.2049164,0.228250069,0.455117574,"Down",FALSE
"IFN_ISG","IFN / ISG arm
(cGAS-dependent)","TF:CollecTRI","Irf3","TF","WT_heat",-1.29130233,0.196614031,0.424170598,"Down",FALSE
"IFN_ISG","IFN / ISG arm
(cGAS-dependent)","TF:CollecTRI","Irf3","TF","KO_heat",-3.16342362,0.00156162342,0.0177163484,"Down",TRUE
"IFN_ISG","IFN / ISG arm
(cGAS-dependent)","TF:CollecTRI","Irf3","TF","Interaction",5.9251867,3.17139607e-09,1.04338931e-06,"Up",TRUE
"IFN_ISG","IFN / ISG arm
(cGAS-dependent)","TF:CollecTRI","Irf3","TF","Temp_main",-2.27088956,0.0231644213,0.105118547,"Down",FALSE
"IFN_ISG","IFN / ISG arm
(cGAS-dependent)","TF:CollecTRI","Stat1","TF","WT_heat",2.01600339,0.0438131851,0.161240784,"Up",FALSE
"IFN_ISG","IFN / ISG arm
(cGAS-dependent)","TF:CollecTRI","Stat1","TF","KO_heat",0.250774409,0.801991146,0.897466283,"Up",FALSE
"IFN_ISG","IFN / ISG arm
(cGAS-dependent)","TF:CollecTRI","Stat1","TF","Interaction",5.30465365,1.14107817e-07,1.87707358e-05,"Up",TRUE
"IFN_ISG","IFN / ISG arm
(cGAS-dependent)","TF:CollecTRI","Stat1","TF","Temp_main",1.13587066,0.256024535,0.479954826,"Up",FALSE
"IFN_ISG","IFN / ISG arm
(cGAS-dependent)","TF:CollecTRI","Stat2","TF","WT_heat",-0.767050591,0.44306064,0.66107532,"Down",FALSE
"IFN_ISG","IFN / ISG arm
(cGAS-dependent)","TF:CollecTRI","Stat2","TF","KO_heat",-2.62905622,0.00856887568,0.0558249524,"Down",FALSE
"IFN_ISG","IFN / ISG arm
(cGAS-dependent)","TF:CollecTRI","Stat2","TF","Interaction",5.8487094,5.0324488e-09,1.10378377e-06,"Up",TRUE
"IFN_ISG","IFN / ISG arm
(cGAS-dependent)","TF:CollecTRI","Stat2","TF","Temp_main",-1.73438202,0.082865983,0.25360845,"Down",FALSE
